tmc_code,measurement_tstamp,speed,average_speed,reference_speed,travel_time_minutes,confidence_score,cvalue
110+05755,6/10/13 23:30,31.47,34,34,0.42,30,97.8
110+04303,6/10/13 23:30,60,60,60,0.09,10,0
110N04131,6/10/13 23:30,53.33,52,52,0.46,23.33,33.33
110+05757,6/10/13 23:30,38,38,38,0.7,10,0
110-05754,6/10/13 23:30,36,36,36,0.37,10,0
110-05756,6/10/13 23:30,38,38,38,0.71,14,6.67
110P04645,6/10/13 23:30,65.27,61,61,0.74,30,84.13
110N04645,6/10/13 23:30,62,62,62,0.59,10,0
110+10238,6/10/13 23:30,32,32,32,0.11,10,0
110-10237,6/10/13 23:30,32,32,32,0.11,10,0
110+05755,6/10/13 23:45,30,34,34,0.44,27.33,72.47
110N04645,6/10/13 23:45,64.6,62,62,0.57,27.33,65.33
110P04645,6/10/13 23:45,64,61,61,0.75,30,95.07
110+04303,6/10/13 23:45,60,60,60,0.09,10,0
110-10237,6/10/13 23:45,32,32,32,0.11,10,0
110P04131,6/10/13 23:45,46,47,47,0.56,30,96.4
110N04161,6/10/13 23:45,46.67,47,47,0.03,27.33,76.47
110+10238,6/10/13 23:45,32,32,32,0.11,10,0
110+04614,6/10/13 23:45,65.4,62,62,0.13,30,95.33
110-05754,6/10/13 23:45,36.47,36,36,0.36,30,88.67
110N04131,6/10/13 23:45,52.4,52,52,0.47,26,67.6
110+05757,6/10/13 23:45,38,38,38,0.7,10,0
110-04614,6/10/13 23:45,64.47,64,64,0.15,30,98.4
110+04131,6/10/13 23:45,46.4,47,47,0.01,30,94.33
110-05756,6/10/13 23:45,37.2,38,38,0.72,23.33,65.93
110P04161,6/10/13 23:45,39.4,42,42,0.03,27.33,86.67
110+04131,6/11/13 12:00,28.4,39,47,0.02,30,100
110N04645,6/11/13 12:00,61.4,59,62,0.6,30,92.6
110-10237,6/11/13 12:00,29.53,29,32,0.12,25.33,53.33
110+04303,6/11/13 12:00,56,56,60,0.09,20,0
110N04131,6/11/13 12:00,50.2,48,52,0.49,30,98.33
110+04614,6/11/13 12:00,62,61,62,0.14,30,100
110P04131,6/11/13 12:00,40.4,41,47,0.64,30,100
110P04161,6/11/13 12:00,42.53,40,42,0.03,30,100
110+05755,6/11/13 12:00,32.2,27,34,0.41,30,91.4
110-04614,6/11/13 12:00,62.67,59,64,0.16,30,100
110-05754,6/11/13 12:00,33.73,31,36,0.39,30,100
110N04161,6/11/13 12:00,50.93,46,47,0.03,30,84.8
110+05757,6/11/13 12:00,37.2,37,38,0.72,30,100
110P04645,6/11/13 12:00,66.4,60,61,0.72,30,100
110-05756,6/11/13 12:00,36.2,36,38,0.74,30,100
110+10238,6/11/13 12:00,35.87,30,32,0.1,27.33,42.53
110N04645,6/11/13 12:15,68.67,59,62,0.53,30,63.6
110+04131,6/11/13 12:15,41,39,47,0.01,30,100
110+04303,6/11/13 12:15,55.8,56,60,0.09,29.33,93.33
110N04131,6/11/13 12:15,49.6,48,52,0.49,30,100
110-10237,6/11/13 12:15,29.67,29,32,0.12,26.67,66.67
110-05756,6/11/13 12:15,37.47,36,38,0.72,30,100
110P04131,6/11/13 12:15,41.73,41,47,0.62,30,100
110P04645,6/11/13 12:15,64.73,60,61,0.74,30,100
110+05755,6/11/13 12:15,34.67,27,34,0.38,30,87.87
110P04161,6/11/13 12:15,42.8,40,42,0.03,30,100
110+04614,6/11/13 12:15,61.4,61,62,0.14,30,100
110N04161,6/11/13 12:15,44,46,47,0.03,30,100
110+10238,6/11/13 12:15,31.6,30,32,0.11,24,40
110+05757,6/11/13 12:15,38.67,37,38,0.69,30,100
110-04614,6/11/13 12:15,62.07,59,64,0.16,30,100
110-05754,6/11/13 12:15,36.4,31,36,0.36,30,94.07
110P04131,6/11/13 12:30,42.67,41,47,0.61,30,100
110P04161,6/11/13 12:30,41.8,40,42,0.03,30,100
110+04131,6/11/13 12:30,36.4,39,47,0.01,30,100
110-05754,6/11/13 12:30,30.67,31,36,0.43,30,79.47
110+05757,6/11/13 12:30,38.2,37,38,0.7,30,100
110N04645,6/11/13 12:30,63.13,59,62,0.58,30,84.67
110-04614,6/11/13 12:30,65.27,59,64,0.15,30,100
110+04614,6/11/13 12:30,60.07,61,62,0.14,30,100
110+04303,6/11/13 12:30,54.73,56,60,0.09,30,100
110+05755,6/11/13 12:30,31.53,27,34,0.42,30,100
110-10237,6/11/13 12:30,30.47,29,32,0.12,27.33,73.33
110N04161,6/11/13 12:30,44.53,46,47,0.03,30,100
110-05756,6/11/13 12:30,41,36,38,0.66,28,67.2
110N04131,6/11/13 12:30,49.87,48,52,0.49,30,100
110P04645,6/11/13 12:30,65.4,60,61,0.73,30,100
110+10238,6/11/13 12:30,32.93,30,32,0.11,27.33,73.33
110P04645,6/11/13 12:45,63.33,60,61,0.76,30,100
110+04303,6/11/13 12:45,54.4,56,60,0.09,29.33,93.33
110P04131,6/11/13 12:45,42.67,41,47,0.61,30,100
110-04614,6/11/13 12:45,63.07,59,64,0.16,30,100
110N04645,6/11/13 12:45,57.67,59,62,0.64,30,93.6
110-05754,6/11/13 12:45,30.47,31,36,0.43,30,95.6
110+05757,6/11/13 12:45,36.27,37,38,0.74,30,100
110+10238,6/11/13 12:45,30,30,32,0.12,20,0
110-05756,6/11/13 12:45,36,36,38,0.75,30,100
110N04161,6/11/13 12:45,44.53,46,47,0.03,30,100
110+04131,6/11/13 12:45,32.87,39,47,0.01,30,94.2
110P04161,6/11/13 12:45,41.2,40,42,0.03,30,100
110+05755,6/11/13 12:45,32.13,27,34,0.41,30,100
110+04614,6/11/13 12:45,61,61,62,0.14,30,100
110N04131,6/11/13 12:45,49.87,48,52,0.49,30,100
110-10237,6/11/13 12:45,29.67,29,32,0.12,23.33,33.33
110-04614,6/11/13 13:00,63.2,61,64,0.16,30,100
110P04131,6/11/13 13:00,40,41,47,0.65,30,100
110N04131,6/11/13 13:00,50.47,48,52,0.48,30,100
110-10237,6/11/13 13:00,30,30,32,0.12,20,0
110+10238,6/11/13 13:00,29.47,28,32,0.12,27.33,73.33
110+05757,6/11/13 13:00,33.93,37,38,0.79,30,100
110+04614,6/11/13 13:00,63.27,62,62,0.14,30,100
110-05754,6/11/13 13:00,35.27,31,36,0.37,30,75.8
110N04645,6/11/13 13:00,63.27,57,62,0.58,30,93.47
110N04161,6/11/13 13:00,46.67,45,47,0.03,30,98.13
110P04645,6/11/13 13:00,66.4,60,61,0.72,30,100
110-05756,6/11/13 13:00,34.2,35,38,0.79,30,100
110P04161,6/11/13 13:00,43.2,40,42,0.03,30,96.93
110+04131,6/11/13 13:00,28,38,47,0.02,30,100
110+05755,6/11/13 13:00,32.13,27,34,0.41,30,100
110+04303,6/11/13 13:00,55,55,60,0.09,30,100
110P04645,6/11/13 13:15,64.27,60,61,0.75,30,100
110N04131,6/11/13 13:15,49.8,48,52,0.49,30,100
110N04161,6/11/13 13:15,45.93,45,47,0.03,30,94.8
110-10237,6/11/13 13:15,28.13,30,32,0.13,29.33,93.33
110+04303,6/11/13 13:15,56.6,55,60,0.09,30,100
110-04614,6/11/13 13:15,62,61,64,0.16,30,100
110-05756,6/11/13 13:15,45.93,35,38,0.59,30,67.53
110P04131,6/11/13 13:15,39.87,41,47,0.65,30,100
110P04161,6/11/13 13:15,39.4,40,42,0.03,30,94.2
110+10238,6/11/13 13:15,29.2,28,32,0.12,30,100
110+05757,6/11/13 13:15,37.33,37,38,0.71,30,100
110-05754,6/11/13 13:15,37.93,31,36,0.35,30,60.27
110N04645,6/11/13 13:15,64,57,62,0.57,30,90.73
110+04614,6/11/13 13:15,62.67,62,62,0.14,30,100
110+04131,6/11/13 13:15,25,38,47,0.02,30,91.07
110+05755,6/11/13 13:15,33.6,27,34,0.39,30,100
110P04161,6/11/13 13:30,40.27,40,42,0.03,30,100
110N04645,6/11/13 13:30,61.4,57,62,0.6,30,99.47
110-10237,6/11/13 13:30,30.47,30,32,0.12,24.67,46.67
110-04614,6/11/13 13:30,65.6,61,64,0.15,30,91.13
110+10238,6/11/13 13:30,28.47,28,32,0.13,24.67,46.67
110N04131,6/11/13 13:30,50.13,48,52,0.49,30,100
110+04614,6/11/13 13:30,66.07,62,62,0.13,30,100
110P04131,6/11/13 13:30,35.4,41,47,0.73,30,100
110-05754,6/11/13 13:30,35.47,31,36,0.37,30,95.67
110+05757,6/11/13 13:30,38.6,37,38,0.69,30,100
110N04161,6/11/13 13:30,44.07,45,47,0.03,30,100
110-05756,6/11/13 13:30,35,35,38,0.77,29.33,93.33
110P04645,6/11/13 13:30,63.6,60,61,0.76,30,100
110+04131,6/11/13 13:30,28.2,38,47,0.02,30,94.47
110+05755,6/11/13 13:30,31.87,27,34,0.41,30,100
110+04303,6/11/13 13:30,55.67,55,60,0.09,30,100
110-05754,6/11/13 13:45,34.27,31,36,0.39,30,100
110+05755,6/11/13 13:45,30.93,27,34,0.43,30,100
110-04614,6/11/13 13:45,64.27,61,64,0.16,30,100
110+04131,6/11/13 13:45,36.2,38,47,0.01,30,100
110P04131,6/11/13 13:45,42.33,41,47,0.61,30,100
110N04645,6/11/13 13:45,63.4,57,62,0.58,30,96.33
110P04645,6/11/13 13:45,64.73,60,61,0.74,30,100
110+04303,6/11/13 13:45,53.53,55,60,0.1,30,100
110N04161,6/11/13 13:45,53.53,45,47,0.03,30,47.2
110+10238,6/11/13 13:45,28,28,32,0.13,20,0
110P04161,6/11/13 13:45,41.6,40,42,0.03,30,100
110-05756,6/11/13 13:45,36.2,35,38,0.74,28.67,86.67
110-10237,6/11/13 13:45,31,30,32,0.12,30,100
110+05757,6/11/13 13:45,38,37,38,0.7,30,100
110N04131,6/11/13 13:45,49.93,48,52,0.49,30,100
110+04614,6/11/13 13:45,64.73,62,62,0.13,30,100
110-10237,6/11/13 14:00,30.47,31,32,0.12,25.33,53.33
110+10238,6/11/13 14:00,30,30,32,0.12,20,0
110+04303,6/11/13 14:00,56.53,55,60,0.09,30,100
110P04161,6/11/13 14:00,40.6,40,42,0.03,30,100
110N04161,6/11/13 14:00,50.87,46,47,0.03,30,83.2
110+05755,6/11/13 14:00,24.53,27,34,0.54,30,100
110-05754,6/11/13 14:00,33.33,31,36,0.4,30,93
110-05756,6/11/13 14:00,39.2,35,38,0.69,30,87.4
110P04645,6/11/13 14:00,65.67,60,61,0.73,30,100
110+05757,6/11/13 14:00,36.2,37,38,0.74,30,100
110P04131,6/11/13 14:00,40.4,40,47,0.64,30,100
110-04614,6/11/13 14:00,64.13,61,64,0.16,30,100
110N04131,6/11/13 14:00,50.4,48,52,0.48,30,100
110N04645,6/11/13 14:00,65,57,62,0.56,30,86.8
110+04131,6/11/13 14:00,32.87,38,47,0.01,30,100
110+04614,6/11/13 14:00,61,61,62,0.14,30,100
110-04614,6/11/13 14:15,64.53,61,64,0.15,30,100
110N04161,6/11/13 14:15,44.67,46,47,0.03,30,100
110-05754,6/11/13 14:15,35.2,31,36,0.38,30,96
110+05757,6/11/13 14:15,37.6,37,38,0.71,30,100
110N04131,6/11/13 14:15,48,48,52,0.51,30,100
110+10238,6/11/13 14:15,30,30,32,0.12,20,0
110N04645,6/11/13 14:15,64.8,57,62,0.57,30,94.07
110+04614,6/11/13 14:15,62,61,62,0.14,30,100
110+05755,6/11/13 14:15,31.47,27,34,0.42,30,100
110P04161,6/11/13 14:15,40.47,40,42,0.03,30,100
110P04131,6/11/13 14:15,40.93,40,47,0.63,30,100
110+04303,6/11/13 14:15,55.53,55,60,0.09,30,100
110-10237,6/11/13 14:15,31,31,32,0.12,20,0
110+04131,6/11/13 14:15,29.4,38,47,0.02,30,82.4
110-05756,6/11/13 14:15,35.93,35,38,0.75,30,100
110P04645,6/11/13 14:15,64.33,60,61,0.75,30,100
110P04645,6/11/13 14:30,64.07,60,61,0.75,30,100
110P04161,6/11/13 14:30,38.87,40,42,0.03,30,89.93
110+05755,6/11/13 14:30,29.07,27,34,0.45,30,100
110+10238,6/11/13 14:30,30,30,32,0.12,20,0
110P04131,6/11/13 14:30,22.33,40,47,1.16,30,20.8
110-05756,6/11/13 14:30,37.2,35,38,0.72,30,100
110+04614,6/11/13 14:30,57.33,61,62,0.15,30,100
110+04303,6/11/13 14:30,51.4,55,60,0.1,30,94.47
110-04614,6/11/13 14:30,64.47,61,64,0.15,30,100
110-05754,6/11/13 14:30,37.73,31,36,0.35,30,97.4
110-10237,6/11/13 14:30,31,31,32,0.12,20,0
110N04131,6/11/13 14:30,47.8,48,52,0.51,30,100
110N04645,6/11/13 14:30,63.4,57,62,0.58,30,92
110N04161,6/11/13 14:30,38.87,46,47,0.04,30,59.33
110+04131,6/11/13 14:30,19.6,38,47,0.02,30,51.07
110+05757,6/11/13 14:30,33.07,37,38,0.81,30,72.47
110N04131,6/11/13 14:45,47,48,52,0.52,30,100
110+05755,6/11/13 14:45,28.4,27,34,0.47,30,100
110-04614,6/11/13 14:45,64.2,61,64,0.16,30,100
110P04161,6/11/13 14:45,39.93,40,42,0.03,30,100
110-05756,6/11/13 14:45,36.8,35,38,0.73,30,100
110-05754,6/11/13 14:45,36,31,36,0.37,30,94.67
110+05757,6/11/13 14:45,33.47,37,38,0.8,30,73.87
110N04161,6/11/13 14:45,43.73,46,47,0.03,30,99.73
110+04131,6/11/13 14:45,18.53,38,47,0.03,30,76.2
110+04303,6/11/13 14:45,48.2,55,60,0.11,30,80.27
110N04645,6/11/13 14:45,63.4,57,62,0.58,30,92.73
110+04614,6/11/13 14:45,61.53,61,62,0.14,30,100
110+10238,6/11/13 14:45,27.4,30,32,0.13,28.67,73.33
110-10237,6/11/13 14:45,29.4,31,32,0.12,24.67,40
110P04645,6/11/13 14:45,63.07,60,61,0.76,30,100
110P04131,6/11/13 14:45,9.53,40,47,2.72,30,26.33
110P04131,6/11/13 15:00,8.13,40,47,3.18,30,74.07
110P04645,6/11/13 15:00,63.73,59,61,0.75,30,100
110+05755,6/11/13 15:00,30.07,28,34,0.44,30,100
110+10238,6/11/13 15:00,28.47,29,32,0.13,23.33,33.33
110+04131,6/11/13 15:00,13.47,38,47,0.03,30,75.07
110N04645,6/11/13 15:00,63,52,62,0.58,30,98.87
110N04161,6/11/13 15:00,43.8,46,47,0.03,30,100
110+04303,6/11/13 15:00,48.33,55,60,0.11,30,89.93
110-10237,6/11/13 15:00,27.07,31,32,0.13,30,100
110-04614,6/11/13 15:00,60.33,59,64,0.17,30,100
110P04161,6/11/13 15:00,40.47,40,42,0.03,30,82.4
110+05757,6/11/13 15:00,38.07,37,38,0.7,27.33,73.33
110-05754,6/11/13 15:00,36.2,30,36,0.36,30,97.33
110N04131,6/11/13 15:00,45.93,44,52,0.53,30,100
110-05756,6/11/13 15:00,35.33,36,38,0.76,30,100
110+04614,6/11/13 15:00,50.67,57,62,0.17,30,100
110-05754,6/11/13 15:15,32.8,30,36,0.4,30,99.73
110+05755,6/11/13 15:15,31.87,28,34,0.41,30,100
110N04161,6/11/13 15:15,44.33,46,47,0.03,30,100
110-05756,6/11/13 15:15,39.93,36,38,0.67,30,66.47
110-04614,6/11/13 15:15,60.4,59,64,0.17,30,100
110+05757,6/11/13 15:15,39.53,37,38,0.67,30,100
110+10238,6/11/13 15:15,28.6,29,32,0.12,30,100
110N04645,6/11/13 15:15,58.2,52,62,0.63,30,88.13
110N04131,6/11/13 15:15,47.33,44,52,0.51,30,100
110+04614,6/11/13 15:15,35.07,57,62,0.25,30,100
110+04303,6/11/13 15:15,32.8,55,60,0.16,30,54.2
110+04131,6/11/13 15:15,8.27,38,47,0.06,30,44.13
110P04131,6/11/13 15:15,8.2,40,47,3.16,30,91.87
110-10237,6/11/13 15:15,28.2,31,32,0.13,29.33,93.33
110P04645,6/11/13 15:15,63.13,59,61,0.76,30,100
110P04161,6/11/13 15:15,34.07,40,42,0.04,30,62.6
110+10238,6/11/13 15:30,28.2,29,32,0.13,24,40
110P04161,6/11/13 15:30,38,40,42,0.03,30,100
110+04614,6/11/13 15:30,27.53,57,62,0.31,30,100
110P04645,6/11/13 15:30,63.8,59,61,0.75,30,100
110-05756,6/11/13 15:30,35.4,36,38,0.76,28.67,86.67
110P04131,6/11/13 15:30,9,40,47,2.88,30,90.6
110+04303,6/11/13 15:30,15.87,55,60,0.32,30,39.93
110+04131,6/11/13 15:30,8.4,38,47,0.06,30,72.4
110+05755,6/11/13 15:30,32.87,28,34,0.4,30,100
110-10237,6/11/13 15:30,31,31,32,0.12,20,0
110-05754,6/11/13 15:30,36.6,30,36,0.36,30,94.27
110+05757,6/11/13 15:30,40.33,37,38,0.66,30,100
110N04131,6/11/13 15:30,47.2,44,52,0.52,30,100
110N04645,6/11/13 15:30,59.13,52,62,0.62,30,96.53
110-04614,6/11/13 15:30,45.8,59,64,0.22,30,100
110N04161,6/11/13 15:30,45.47,46,47,0.03,30,100
110+04303,6/11/13 15:45,10.13,55,60,0.51,30,54.2
110+04131,6/11/13 15:45,12.67,38,47,0.04,30,70.47
110-10237,6/11/13 15:45,28.13,31,32,0.13,24,40
110-04614,6/11/13 15:45,47.53,59,64,0.21,30,100
110P04131,6/11/13 15:45,11.87,40,47,2.18,30,67.6
110N04131,6/11/13 15:45,43.67,44,52,0.56,30,100
110N04645,6/11/13 15:45,61.73,52,62,0.59,30,87.93
110+04614,6/11/13 15:45,16.13,57,62,0.54,30,88.2
110+10238,6/11/13 15:45,29,29,32,0.12,20,0
110+05755,6/11/13 15:45,31,28,34,0.43,30,100
110-05754,6/11/13 15:45,34,30,36,0.39,30,98.67
110+05757,6/11/13 15:45,36.53,37,38,0.73,30,100
110P04161,6/11/13 15:45,37.67,40,42,0.03,30,97.6
110N04161,6/11/13 15:45,45.4,46,47,0.03,29.33,93.33
110-05756,6/11/13 15:45,36.47,36,38,0.74,30,100
110P04645,6/11/13 15:45,62.47,59,61,0.77,30,100
110+04131,6/11/13 16:00,9.87,34,47,0.05,30,90.07
110+10238,6/11/13 16:00,28,28,32,0.13,20,0
110N04161,6/11/13 16:00,45.07,45,47,0.03,27.33,73.33
110P04161,6/11/13 16:00,41,40,42,0.03,30,100
110+04303,6/11/13 16:00,13.07,53,60,0.39,30,90.47
110P04645,6/11/13 16:00,65.87,51,61,0.73,30,100
110-05756,6/11/13 16:00,35.87,37,38,0.75,30,100
110+05755,6/11/13 16:00,28.6,27,34,0.46,30,100
110N04131,6/11/13 16:00,40.13,38,52,0.61,30,97.93
110+04614,6/11/13 16:00,9.2,38,62,0.94,30,60.87
110N04645,6/11/13 16:00,62.13,50,62,0.59,30,87.8
110-04614,6/11/13 16:00,51.67,55,64,0.19,30,100
110P04131,6/11/13 16:00,10.87,34,47,2.38,30,92.6
110-10237,6/11/13 16:00,24.33,28,32,0.15,27.33,73.33
110+05757,6/11/13 16:00,34.53,36,38,0.77,30,100
110-05754,6/11/13 16:00,26.67,29,36,0.5,30,49.87
110-05754,6/11/13 16:15,34.93,29,36,0.38,30,100
110-10237,6/11/13 16:15,28,28,32,0.13,20,0
110N04131,6/11/13 16:15,33.67,38,52,0.72,30,79.13
110+04614,6/11/13 16:15,11.6,38,62,0.74,30,86.6
110P04161,6/11/13 16:15,47.8,40,42,0.03,30,100
110+05755,6/11/13 16:15,28.93,27,34,0.46,30,100
110+04131,6/11/13 16:15,14,34,47,0.03,30,91.27
110P04645,6/11/13 16:15,64.93,51,61,0.74,30,100
110-05756,6/11/13 16:15,35.6,37,38,0.76,30,100
110N04161,6/11/13 16:15,44.47,45,47,0.03,30,100
110+05757,6/11/13 16:15,34.6,36,38,0.77,30,93.33
110+10238,6/11/13 16:15,28,28,32,0.13,20,0
110N04645,6/11/13 16:15,58.8,50,62,0.62,30,100
110P04131,6/11/13 16:15,19.13,34,47,1.35,30,100
110-04614,6/11/13 16:15,38.6,55,64,0.26,30,100
110+04303,6/11/13 16:15,22,53,60,0.23,30,85.27
110P04161,6/11/13 16:30,39,40,42,0.03,30,100
110-04614,6/11/13 16:30,44.13,55,64,0.23,30,100
110+05755,6/11/13 16:30,25.2,27,34,0.52,30,100
110+05757,6/11/13 16:30,34.07,36,38,0.78,30,100
110N04131,6/11/13 16:30,38.47,38,52,0.63,30,95.6
110P04131,6/11/13 16:30,20.8,34,47,1.24,30,100
110-05754,6/11/13 16:30,32.8,29,36,0.4,30,100
110N04161,6/11/13 16:30,46.13,45,47,0.03,30,88.8
110P04645,6/11/13 16:30,66.8,51,61,0.72,30,100
110+04303,6/11/13 16:30,34.2,53,60,0.15,28.67,83.4
110+10238,6/11/13 16:30,28,28,32,0.13,20,0
110+04131,6/11/13 16:30,22.4,34,47,0.02,30,100
110-10237,6/11/13 16:30,28.8,28,32,0.12,24,40
110-05756,6/11/13 16:30,36.27,37,38,0.74,30,100
110N04645,6/11/13 16:30,33.2,50,62,1.1,30,74.73
110+04614,6/11/13 16:30,16.4,38,62,0.53,30,99.47
110N04645,6/11/13 16:45,20.8,50,62,1.76,30,60
110+10238,6/11/13 16:45,28,28,32,0.13,20,0
110+04131,6/11/13 16:45,44.93,34,47,0.01,30,21.13
110-04614,6/11/13 16:45,38.47,55,64,0.26,30,100
110-10237,6/11/13 16:45,29.47,28,32,0.12,27.33,73.33
110+05755,6/11/13 16:45,26,27,34,0.51,30,100
110P04131,6/11/13 16:45,35.87,34,47,0.72,30,100
110P04161,6/11/13 16:45,39.8,40,42,0.03,30,100
110P04645,6/11/13 16:45,64,51,61,0.75,30,99.6
110N04131,6/11/13 16:45,39.6,38,52,0.62,30,100
110-05756,6/11/13 16:45,36.13,37,38,0.75,30,100
110N04161,6/11/13 16:45,43.4,45,47,0.03,30,97.93
110+04303,6/11/13 16:45,54.87,53,60,0.09,30,100
110+05757,6/11/13 16:45,38,36,38,0.7,30,100
110+04614,6/11/13 16:45,11.4,38,62,0.76,30,99.4
110-05754,6/11/13 16:45,31.6,29,36,0.42,30,93.4
110-10237,6/11/13 17:00,30,30,32,0.12,20,0
110P04645,6/11/13 17:00,61.47,46,61,0.78,30,100
110P04161,6/11/13 17:00,34.13,35,42,0.04,30,100
110-05756,6/11/13 17:00,33.47,36,38,0.81,30,97.07
110-05754,6/11/13 17:00,33.93,28,36,0.39,30,100
110+04303,6/11/13 17:00,53.6,44,60,0.1,30,100
110P04131,6/11/13 17:00,41.47,27,47,0.62,30,55.2
110+05757,6/11/13 17:00,35.13,35,38,0.76,30,100
110+05755,6/11/13 17:00,23.73,22,34,0.56,30,100
110N04645,6/11/13 17:00,23.73,49,62,1.54,30,79.93
110+04131,6/11/13 17:00,45.07,28,47,0.01,30,55.87
110N04161,6/11/13 17:00,46.67,44,47,0.03,30,97.4
110+10238,6/11/13 17:00,28,28,32,0.13,20,0
110+04614,6/11/13 17:00,12,24,62,0.72,30,99.93
110N04131,6/11/13 17:00,45.73,33,52,0.53,30,60.27
110-04614,6/11/13 17:00,48.07,40,64,0.21,30,100
110+05757,6/11/13 17:15,35.8,35,38,0.75,30,100
110P04131,6/11/13 17:15,43.8,27,47,0.59,30,72.73
110-04614,6/11/13 17:15,49.4,40,64,0.2,30,91.73
110+04614,6/11/13 17:15,14.93,24,62,0.58,30,100
110-10237,6/11/13 17:15,29.73,30,32,0.12,21.33,13.33
110+04303,6/11/13 17:15,55.6,44,60,0.09,30,100
110N04645,6/11/13 17:15,18.2,49,62,2.01,30,68.47
110+04131,6/11/13 17:15,41.53,28,47,0.01,30,93.13
110P04645,6/11/13 17:15,65.07,46,61,0.74,30,95.8
110-05756,6/11/13 17:15,31.93,36,38,0.84,30,79.2
110+05755,6/11/13 17:15,25.53,22,34,0.52,30,100
110P04161,6/11/13 17:15,32.6,35,42,0.04,30,100
110N04161,6/11/13 17:15,53,44,47,0.03,30,71.4
110-05754,6/11/13 17:15,30.13,28,36,0.44,30,100
110+10238,6/11/13 17:15,27.2,28,32,0.13,28,80
110N04131,6/11/13 17:15,35.4,33,52,0.69,30,89.4
110-05756,6/11/13 17:30,35.2,36,38,0.77,30,100
110-10237,6/11/13 17:30,25,30,32,0.14,30,100
110N04645,6/11/13 17:30,20.2,49,62,1.81,30,90.47
110+04303,6/11/13 17:30,53.67,44,60,0.1,30,100
110-05754,6/11/13 17:30,31.33,28,36,0.42,30,100
110P04645,6/11/13 17:30,61.33,46,61,0.78,30,99.8
110+04131,6/11/13 17:30,45.8,28,47,0.01,30,81.67
110N04131,6/11/13 17:30,38.2,33,52,0.64,30,94.4
110N04161,6/11/13 17:30,44,44,47,0.03,30,98.47
110+05757,6/11/13 17:30,35.67,35,38,0.75,30,100
110+05755,6/11/13 17:30,14.53,22,34,0.91,30,100
110P04161,6/11/13 17:30,35.13,35,42,0.04,30,100
110+10238,6/11/13 17:30,27.27,28,32,0.13,23.33,33.33
110-04614,6/11/13 17:30,53.27,40,64,0.19,30,65.4
110+04614,6/11/13 17:30,14.53,24,62,0.59,30,100
110P04131,6/11/13 17:30,44.33,27,47,0.58,30,81.27
110-05756,6/11/13 17:45,35.6,36,38,0.76,30,100
110-10237,6/11/13 17:45,28.67,30,32,0.12,22.67,26.67
110+04303,6/11/13 17:45,45.93,44,60,0.11,28,80
110+10238,6/11/13 17:45,6.67,28,32,0.54,30,27.73
110P04131,6/11/13 17:45,45.87,27,47,0.56,30,89.8
110P04645,6/11/13 17:45,64.27,46,61,0.75,30,96.13
110-04614,6/11/13 17:45,42.2,40,64,0.24,30,100
110+04131,6/11/13 17:45,46.8,28,47,0.01,30,89.4
110+05755,6/11/13 17:45,13.07,22,34,1.01,30,86.53
110N04131,6/11/13 17:45,40.73,33,52,0.6,30,89
110N04161,6/11/13 17:45,41.6,44,47,0.03,30,97.27
110P04161,6/11/13 17:45,44.6,35,42,0.03,30,41.53
110+05757,6/11/13 17:45,34.33,35,38,0.78,26.67,66.67
110N04645,6/11/13 17:45,19.33,49,62,1.9,30,45.87
110-05754,6/11/13 17:45,25.8,28,36,0.51,30,100
110+04614,6/11/13 17:45,12.8,24,62,0.67,30,94.67
110P04161,6/11/13 18:00,40.2,30,42,0.03,30,83.67
110P04645,6/11/13 18:00,63.33,48,61,0.76,30,97.73
110+04303,6/11/13 18:00,49.33,42,60,0.1,28.67,86.67
110+10238,6/11/13 18:00,23.93,25,32,0.15,30,100
110-04614,6/11/13 18:00,39.87,38,64,0.25,30,100
110N04131,6/11/13 18:00,39.87,30,52,0.61,30,90.27
110+04614,6/11/13 18:00,16,21,62,0.54,30,100
110-05756,6/11/13 18:00,28.2,35,38,0.96,30,52.27
110P04131,6/11/13 18:00,41.6,28,47,0.62,30,85.2
110+04131,6/11/13 18:00,45,27,47,0.01,30,94.93
110-05754,6/11/13 18:00,29.53,26,36,0.45,30,100
110-10237,6/11/13 18:00,26,26,32,0.14,20,0
110+05755,6/11/13 18:00,6,15,34,2.2,30,46.67
110+05757,6/11/13 18:00,35.4,35,38,0.75,30,100
110N04161,6/11/13 18:00,40.53,42,47,0.03,30,91.33
110N04645,6/11/13 18:00,24.8,51,62,1.48,30,53.93
110-05756,6/11/13 18:15,30.27,35,38,0.89,27.33,44
110+05757,6/11/13 18:15,33.2,35,38,0.8,30,100
110-05754,6/11/13 18:15,30.87,26,36,0.43,30,100
110+10238,6/11/13 18:15,22.27,25,32,0.16,30,100
110N04131,6/11/13 18:15,33.53,30,52,0.73,30,100
110-04614,6/11/13 18:15,55.47,38,64,0.18,30,88.87
110+05755,6/11/13 18:15,8.87,15,34,1.49,30,92.67
110P04161,6/11/13 18:15,27,30,42,0.05,30,93.67
110+04614,6/11/13 18:15,14.67,21,62,0.59,30,100
110+04303,6/11/13 18:15,58.8,42,60,0.09,30,100
110+04131,6/11/13 18:15,39.07,27,47,0.01,30,98.93
110P04645,6/11/13 18:15,64,48,61,0.75,30,100
110-10237,6/11/13 18:15,26,26,32,0.14,20,0
110N04645,6/11/13 18:15,24.2,51,62,1.51,30,81.93
